#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq	strain	sampleID	contig	plant	syncom	treatment	generation	line	sample_type	condition
Root265_contig_1	1	6686035	273308	6641572	99.335	6.07341	39.4	38.8	Root265	g0_at3	1	none	at	input	0	at3	generation	none_at
Root418_contig_1	1	7312949	4419992	7306675	99.9142	89.6032	39.4	41.6	Root418	g0_at3	1	none	at	input	0	at3	generation	none_at
Root695_contig_1	1	6390105	1377708	6385008	99.9202	32.0952	39.5	40.8	Root695	g0_at3	1	none	at	input	0	at3	generation	none_at
Root695_contig_2	1	198363	24004	198312	99.9743	18.0171	39.5	39.2	Root695	g0_at3	2	none	at	input	0	at3	generation	none_at
Root695_contig_3	1	23329	3886	23328	99.9957	24.7873	39.5	42.0	Root695	g0_at3	3	none	at	input	0	at3	generation	none_at
Root68_contig_1	1	6297301	3458470	6293430	99.9385	81.7495	39.5	41.0	Root68	g0_at3	1	none	at	input	0	at3	generation	none_at
Root142_contig_1	1	3975743	499316	3972362	99.915	18.7048	39.5	41.5	Root142	g0_at3	1	none	at	input	0	at3	generation	none_at
Root142_contig_2	1	1955139	237012	1954148	99.9493	18.0626	39.5	41.4	Root142	g0_at3	2	none	at	input	0	at3	generation	none_at
Root142_contig_3	1	1020406	123494	1019082	99.8702	18.0382	39.5	41.1	Root142	g0_at3	3	none	at	input	0	at3	generation	none_at
Root142_contig_4	1	866837	104454	866542	99.966	17.9728	39.5	41.1	Root142	g0_at3	4	none	at	input	0	at3	generation	none_at
Root1310_contig_1	1	9313930	32980	3487349	37.4423	0.522884	39.3	41.6	Root1310	g0_at3	1	none	at	input	0	at3	generation	none_at
Root1310_contig_2	1	276174	1628	147679	53.4732	0.873916	39.3	40.8	Root1310	g0_at3	2	none	at	input	0	at3	generation	none_at
Root480_contig_1	1	3678341	3454060	3676848	99.9594	139.486	39.5	41.9	Root480	g0_at3	1	none	at	input	0	at3	generation	none_at
Root720_contig_1	1	5297621	2906800	5295616	99.9622	81.4126	39.4	41.8	Root720	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot1_contig_1	1	6184059	1990	44741	0.723489	0.0477188	39.5	1.93	LjRoot1	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot52_contig_1	1	5592429	12	1658	0.0296472	0.000313817	39.2	42.0	LjRoot52	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot17_contig_1	1	3400871	20	2627	0.0772449	0.000851547	39.0	37.9	LjRoot17	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot72_contig_1	1	5051517	24	2711	0.053667	0.000657624	39.3	28.2	LjRoot72	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot82_contig_1	1	5009941	480	13940	0.278247	0.0140626	39.4	1.8	LjRoot82	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot222_contig_1	1	4720695	6	798	0.0169043	0.000190438	38.7	42.0	LjRoot222	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot24_contig_1	1	3631992	6	723	0.0199064	0.000229626	39.4	42.0	LjRoot24	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot44_contig_1	1	3803502	48	4014	0.105534	0.00187695	39.6	18.1	LjRoot44	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot80_contig_1	1	6024117	60	5304	0.0880461	0.00147524	39.6	4.83	LjRoot80	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot33_contig_1	1	5239285	30	3455	0.0659441	0.000825303	39.2	22.8	LjRoot33	g0_at3	1	none	at	input	0	at3	generation	none_at
LjNodule218_contig_1	1	6816670	118	7568	0.111022	0.00254728	39.3	7.46	LjNodule218	g0_at3	1	none	at	input	0	at3	generation	none_at
LjNodule218_contig_2	1	651417	24	1764	0.270794	0.00543891	39.8	4.42	LjNodule218	g0_at3	2	none	at	input	0	at3	generation	none_at
LjNodule218_contig_3	1	296196	2	211	0.0712366	0.00101284	39.9	42.0	LjNodule218	g0_at3	3	none	at	input	0	at3	generation	none_at
LjRoot59_contig_1	1	6711861	1088	26603	0.396358	0.0238847	39.5	1.77	LjRoot59	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot46_contig_1	1	4406614	14	1940	0.0440247	0.000476556	38.9	42.0	LjRoot46	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot46_contig_2	1	1386995	2	274	0.0197549	0.000216295	39.9	42.0	LjRoot46	g0_at3	2	none	at	input	0	at3	generation	none_at
LjRoot46_contig_5	1	90004	2	185	0.205546	0.00333319	40.0	42.0	LjRoot46	g0_at3	5	none	at	input	0	at3	generation	none_at
LjRoot303_contig_1	1	8514157	8	1147	0.0134717	0.000140942	39.8	21.5	LjRoot303	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot60_contig_1	1	3971937	20	2618	0.0659124	0.000751271	39.6	38.0	LjRoot60	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot262_contig_1	1	4527900	10	1221	0.0269661	0.000290863	39.7	33.6	LjRoot262	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot5_contig_1	1	4452308	0	0	0.0	0.0	0.0	0.0	LjRoot5	g0_at3	1	none	at	input	0	at3	generation	none_at
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g0_at3	2	none	at	input	0	at3	generation	none_at
LjRoot44_contig_2	1	31311	0	0	0.0	0.0	0.0	0.0	LjRoot44	g0_at3	2	none	at	input	0	at3	generation	none_at
LjRoot80_contig_2	1	315699	0	0	0.0	0.0	0.0	0.0	LjRoot80	g0_at3	2	none	at	input	0	at3	generation	none_at
LjRoot46_contig_3	1	280132	0	0	0.0	0.0	0.0	0.0	LjRoot46	g0_at3	3	none	at	input	0	at3	generation	none_at
LjRoot46_contig_4	1	137921	0	0	0.0	0.0	0.0	0.0	LjRoot46	g0_at3	4	none	at	input	0	at3	generation	none_at
LjRoot60_contig_2	1	167542	0	0	0.0	0.0	0.0	0.0	LjRoot60	g0_at3	2	none	at	input	0	at3	generation	none_at
Root83_contig_1	1	6242359	7353764	6239454	99.9535	174.729	39.4	40.3	Root83	g0_at4	1	none	at	input	0	at4	generation	none_at
Root131_contig_1	1	5452892	443102	5400722	99.0433	12.1361	39.6	41.3	Root131	g0_at4	1	none	at	input	0	at4	generation	none_at
Root131_contig_2	1	358064	28510	349954	97.735	11.8976	39.6	40.9	Root131	g0_at4	2	none	at	input	0	at4	generation	none_at
Root131_contig_3	1	349599	177176	349425	99.9502	75.7105	39.6	42.0	Root131	g0_at4	3	none	at	input	0	at4	generation	none_at
Root131_contig_4	1	235425	21366	235340	99.9639	13.5645	39.7	42.0	Root131	g0_at4	4	none	at	input	0	at4	generation	none_at
Root131_contig_5	1	127922	10376	127753	99.8679	12.1084	39.6	35.8	Root131	g0_at4	5	none	at	input	0	at4	generation	none_at
Root131_contig_6	1	98190	586	12709	12.9433	0.889958	39.6	1.0	Root131	g0_at4	6	none	at	input	0	at4	generation	none_at
Root131_contig_7	1	40652	3200	40617	99.9139	11.7559	39.6	42.0	Root131	g0_at4	7	none	at	input	0	at4	generation	none_at
Root131_contig_8	1	14806	23082	14805	99.9932	232.94	39.6	42.0	Root131	g0_at4	8	none	at	input	0	at4	generation	none_at
Root123D2_contig_1	1	4592849	1961946	4591824	99.9777	63.5989	39.5	41.9	Root123D2	g0_at4	1	none	at	input	0	at4	generation	none_at
Root123D2_contig_2	1	209642	156166	209642	100.0	110.84	39.5	42.0	Root123D2	g0_at4	2	none	at	input	0	at4	generation	none_at
Root77_contig_1	1	4050161	1720492	4048434	99.9574	62.986	39.4	41.8	Root77	g0_at4	1	none	at	input	0	at4	generation	none_at
Root77_contig_2	1	224003	102932	224003	100.0	68.2894	39.4	42.0	Root77	g0_at4	2	none	at	input	0	at4	generation	none_at
Root29_contig_1	1	6549547	2161506	6546341	99.9511	48.825	39.3	41.5	Root29	g0_at4	1	none	at	input	0	at4	generation	none_at
Root935_contig_1	1	5125288	4359506	5119771	99.8924	127.072	39.6	41.3	Root935	g0_at4	1	none	at	input	0	at4	generation	none_at
Root685_contig_1	1	4404136	338100	4401454	99.9391	11.4286	39.5	41.9	Root685	g0_at4	1	none	at	input	0	at4	generation	none_at
Root101_contig_1	1	4394404	300228	4373468	99.5236	10.1053	39.3	41.8	Root101	g0_at4	1	none	at	input	0	at4	generation	none_at
Root61_contig_1	1	4027981	845130	4026070	99.9526	31.1064	39.4	41.9	Root61	g0_at4	1	none	at	input	0	at4	generation	none_at
Root265_contig_1	1	6686035	270994	6643057	99.3572	6.01965	39.4	38.8	Root265	g0_at4	1	none	at	input	0	at4	generation	none_at
Root418_contig_1	1	7312949	4299552	7306396	99.9104	87.117	39.4	41.6	Root418	g0_at4	1	none	at	input	0	at4	generation	none_at
Root695_contig_1	1	6390105	1426086	6385480	99.9276	33.2121	39.5	40.8	Root695	g0_at4	1	none	at	input	0	at4	generation	none_at
Root695_contig_2	1	198363	24948	198362	99.9995	18.7326	39.5	39.1	Root695	g0_at4	2	none	at	input	0	at4	generation	none_at
Root695_contig_3	1	23329	3902	23328	99.9957	24.8673	39.5	41.9	Root695	g0_at4	3	none	at	input	0	at4	generation	none_at
Root68_contig_1	1	6297301	3534346	6293847	99.9452	83.5217	39.5	41.0	Root68	g0_at4	1	none	at	input	0	at4	generation	none_at
Root142_contig_1	1	3975743	519280	3972593	99.9208	19.4443	39.5	41.5	Root142	g0_at4	1	none	at	input	0	at4	generation	none_at
Root142_contig_2	1	1955139	245856	1954066	99.9451	18.7336	39.5	41.4	Root142	g0_at4	2	none	at	input	0	at4	generation	none_at
Root142_contig_3	1	1020406	127740	1018969	99.8592	18.652	39.5	41.1	Root142	g0_at4	3	none	at	input	0	at4	generation	none_at
Root142_contig_4	1	866837	109746	866568	99.969	18.8769	39.5	41.1	Root142	g0_at4	4	none	at	input	0	at4	generation	none_at
Root1310_contig_1	1	9313930	31996	3421169	36.7317	0.507788	39.3	41.6	Root1310	g0_at4	1	none	at	input	0	at4	generation	none_at
Root1310_contig_2	1	276174	1692	152753	55.3104	0.907855	39.4	40.7	Root1310	g0_at4	2	none	at	input	0	at4	generation	none_at
Root480_contig_1	1	3678341	3511970	3677034	99.9645	141.747	39.4	41.9	Root480	g0_at4	1	none	at	input	0	at4	generation	none_at
Root720_contig_1	1	5297621	3001072	5295431	99.9587	84.0055	39.4	41.8	Root720	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot1_contig_1	1	6184059	2016	40470	0.654425	0.0480704	39.4	1.86	LjRoot1	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot52_contig_1	1	5592429	8	1023	0.0182926	0.000182926	38.8	21.2	LjRoot52	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot17_contig_1	1	3400871	6	729	0.0214357	0.000264638	39.2	42.0	LjRoot17	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot72_contig_1	1	5051517	20	2343	0.0463821	0.000573491	39.6	25.2	LjRoot72	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot82_contig_1	1	5009941	488	15013	0.299664	0.0141	39.6	2.42	LjRoot82	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot222_contig_1	1	4720695	12	1724	0.03652	0.000381088	39.5	42.0	LjRoot222	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot24_contig_1	1	3631992	6	354	0.00974672	0.000236234	38.3	1.0	LjRoot24	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot44_contig_1	1	3803502	56	4059	0.106717	0.00220797	39.7	9.68	LjRoot44	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot80_contig_1	1	6024117	78	7519	0.124815	0.00192941	39.4	4.77	LjRoot80	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot33_contig_1	1	5239285	44	5230	0.0998228	0.00120016	39.5	19.5	LjRoot33	g0_at4	1	none	at	input	0	at4	generation	none_at
LjNodule218_contig_1	1	6816670	102	10428	0.152978	0.00223291	39.5	13.1	LjNodule218	g0_at4	1	none	at	input	0	at4	generation	none_at
LjNodule218_contig_2	1	651417	20	1896	0.291058	0.00448254	39.2	9.2	LjNodule218	g0_at4	2	none	at	input	0	at4	generation	none_at
LjNodule218_contig_3	1	296196	2	300	0.101284	0.00101284	39.4	42.0	LjNodule218	g0_at4	3	none	at	input	0	at4	generation	none_at
LjRoot59_contig_1	1	6711861	996	26035	0.387895	0.0218385	39.6	2.0	LjRoot59	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot46_contig_1	1	4406614	8	937	0.0212635	0.000250079	39.9	31.5	LjRoot46	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot46_contig_2	1	1386995	4	558	0.0402309	0.00043259	39.8	42.0	LjRoot46	g0_at4	2	none	at	input	0	at4	generation	none_at
LjRoot303_contig_1	1	8514157	6	692	0.00812764	0.000100186	39.3	14.7	LjRoot303	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot60_contig_1	1	3971937	26	3489	0.0878413	0.000963006	39.4	35.2	LjRoot60	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot60_contig_2	1	167542	2	233	0.13907	0.0017906	39.3	42.0	LjRoot60	g0_at4	2	none	at	input	0	at4	generation	none_at
LjRoot262_contig_1	1	4527900	16	2214	0.0488968	0.000530047	39.3	41.6	LjRoot262	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot5_contig_1	1	4452308	0	0	0.0	0.0	0.0	0.0	LjRoot5	g0_at4	1	none	at	input	0	at4	generation	none_at
LjRoot24_contig_2	1	64919	0	0	0.0	0.0	0.0	0.0	LjRoot24	g0_at4	2	none	at	input	0	at4	generation	none_at
LjRoot44_contig_2	1	31311	0	0	0.0	0.0	0.0	0.0	LjRoot44	g0_at4	2	none	at	input	0	at4	generation	none_at
LjRoot80_contig_2	1	315699	0	0	0.0	0.0	0.0	0.0	LjRoot80	g0_at4	2	none	at	input	0	at4	generation	none_at
LjRoot46_contig_3	1	280132	0	0	0.0	0.0	0.0	0.0	LjRoot46	g0_at4	3	none	at	input	0	at4	generation	none_at
LjRoot46_contig_4	1	137921	0	0	0.0	0.0	0.0	0.0	LjRoot46	g0_at4	4	none	at	input	0	at4	generation	none_at
LjRoot46_contig_5	1	90004	0	0	0.0	0.0	0.0	0.0	LjRoot46	g0_at4	5	none	at	input	0	at4	generation	none_at
Root83_contig_1	1	6242359	2606	45264	0.72511	0.0615814	39.4	1.47	Root83	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root131_contig_1	1	5452892	2	293	0.0053733	0.000053733	40.0	0.0	Root131	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root123D2_contig_1	1	4592849	6	868	0.0188989	0.000195957	39.9	42.0	Root123D2	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root77_contig_1	1	4050161	4	533	0.01316	0.000148142	39.7	42.0	Root77	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root29_contig_1	1	6549547	16	2036	0.0310861	0.000363689	39.5	21.4	Root29	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root935_contig_1	1	5125288	264	11274	0.219968	0.00759645	39.5	1.99	Root935	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root685_contig_1	1	4404136	2	219	0.0049726	0.0000681178	39.9	42.0	Root685	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root61_contig_1	1	4027981	38	2195	0.0544938	0.00135477	39.5	3.16	Root61	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root265_contig_1	1	6686035	20	2426	0.0362846	0.000446902	39.5	6.7	Root265	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root418_contig_1	1	7312949	28	3083	0.0421581	0.000536993	39.5	15.6	Root418	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root695_contig_1	1	6390105	100	8359	0.130812	0.00228337	39.3	5.74	Root695	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root695_contig_2	1	198363	86	1813	0.913981	0.0644778	39.6	1.91	Root695	g0_lj	2	none	lj	input	0	lj	generation	none_lj
Root68_contig_1	1	6297301	496	22228	0.352977	0.0116204	39.5	2.54	Root68	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root142_contig_1	1	3975743	6	798	0.0200717	0.000226373	38.2	28.3	Root142	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root142_contig_3	1	1020406	2	272	0.0266561	0.000294001	37.8	1.0	Root142	g0_lj	3	none	lj	input	0	lj	generation	none_lj
Root1310_contig_1	1	9313930	80	5515	0.0592124	0.00124147	39.2	25.2	Root1310	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root480_contig_1	1	3678341	18	2378	0.0646487	0.000734027	39.5	42.0	Root480	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root720_contig_1	1	5297621	8	1109	0.0209339	0.000226517	39.7	42.0	Root720	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot1_contig_1	1	6184059	11254744	6181692	99.9617	270.105	39.4	40.3	LjRoot1	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot5_contig_1	1	4452308	96078	4169279	93.6431	3.22179	39.6	41.5	LjRoot5	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot52_contig_1	1	5592429	1598806	5590789	99.9707	42.4703	39.4	41.6	LjRoot52	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot17_contig_1	1	3400871	1686830	3397940	99.9138	73.6485	39.4	41.8	LjRoot17	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot72_contig_1	1	5051517	1653614	5050676	99.9834	48.7109	39.4	41.7	LjRoot72	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot82_contig_1	1	5009941	2248198	5008145	99.9642	67.0105	39.6	40.8	LjRoot82	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot222_contig_1	1	4720695	974132	4719269	99.9698	30.6942	39.4	41.8	LjRoot222	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot24_contig_1	1	3631992	69338	3290111	90.587	2.82028	39.3	41.7	LjRoot24	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot24_contig_2	1	64919	986	57713	88.9	2.24919	39.3	41.9	LjRoot24	g0_lj	2	none	lj	input	0	lj	generation	none_lj
LjRoot44_contig_1	1	3803502	1205048	3799870	99.9045	47.0248	39.4	41.9	LjRoot44	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot44_contig_2	1	31311	10838	31288	99.9265	51.1844	39.3	42.0	LjRoot44	g0_lj	2	none	lj	input	0	lj	generation	none_lj
LjRoot80_contig_1	1	6024117	65706	4637903	76.9889	1.61869	39.4	38.5	LjRoot80	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot80_contig_2	1	315699	3468	247520	78.4038	1.63583	39.5	41.3	LjRoot80	g0_lj	2	none	lj	input	0	lj	generation	none_lj
LjRoot33_contig_1	1	5239285	3656926	5238417	99.9834	103.923	39.5	41.7	LjRoot33	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjNodule218_contig_1	1	6816670	2266770	6814786	99.9724	49.4617	39.4	41.0	LjNodule218	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjNodule218_contig_2	1	651417	218884	651417	100.0	50.0659	39.5	40.5	LjNodule218	g0_lj	2	none	lj	input	0	lj	generation	none_lj
LjNodule218_contig_3	1	296196	85230	296194	99.9993	42.8565	39.5	39.3	LjNodule218	g0_lj	3	none	lj	input	0	lj	generation	none_lj
LjRoot59_contig_1	1	6711861	1513978	6707068	99.9286	33.5202	39.5	41.0	LjRoot59	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot46_contig_1	1	4406614	534188	4403162	99.9217	18.0386	39.4	41.3	LjRoot46	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot46_contig_2	1	1386995	153964	1386871	99.9911	16.5286	39.5	41.4	LjRoot46	g0_lj	2	none	lj	input	0	lj	generation	none_lj
LjRoot46_contig_3	1	280132	35096	280120	99.9957	18.6701	39.5	41.3	LjRoot46	g0_lj	3	none	lj	input	0	lj	generation	none_lj
LjRoot46_contig_4	1	137921	10540	137901	99.9855	11.3792	39.5	42.0	LjRoot46	g0_lj	4	none	lj	input	0	lj	generation	none_lj
LjRoot46_contig_5	1	90004	3970	89649	99.6056	6.55626	39.4	42.0	LjRoot46	g0_lj	5	none	lj	input	0	lj	generation	none_lj
LjRoot303_contig_1	1	8514157	226176	8047204	94.5156	3.92742	39.3	41.5	LjRoot303	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot60_contig_1	1	3971937	2328452	3970403	99.9614	87.0244	39.4	41.7	LjRoot60	g0_lj	1	none	lj	input	0	lj	generation	none_lj
LjRoot60_contig_2	1	167542	110184	167542	100.0	97.8667	39.4	42.0	LjRoot60	g0_lj	2	none	lj	input	0	lj	generation	none_lj
LjRoot262_contig_1	1	4527900	2558642	4524695	99.9292	83.8729	39.4	41.9	LjRoot262	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root131_contig_2	1	358064	0	0	0.0	0.0	0.0	0.0	Root131	g0_lj	2	none	lj	input	0	lj	generation	none_lj
Root131_contig_3	1	349599	0	0	0.0	0.0	0.0	0.0	Root131	g0_lj	3	none	lj	input	0	lj	generation	none_lj
Root131_contig_4	1	235425	0	0	0.0	0.0	0.0	0.0	Root131	g0_lj	4	none	lj	input	0	lj	generation	none_lj
Root131_contig_5	1	127922	0	0	0.0	0.0	0.0	0.0	Root131	g0_lj	5	none	lj	input	0	lj	generation	none_lj
Root131_contig_6	1	98190	0	0	0.0	0.0	0.0	0.0	Root131	g0_lj	6	none	lj	input	0	lj	generation	none_lj
Root131_contig_7	1	40652	0	0	0.0	0.0	0.0	0.0	Root131	g0_lj	7	none	lj	input	0	lj	generation	none_lj
Root131_contig_8	1	14806	0	0	0.0	0.0	0.0	0.0	Root131	g0_lj	8	none	lj	input	0	lj	generation	none_lj
Root123D2_contig_2	1	209642	0	0	0.0	0.0	0.0	0.0	Root123D2	g0_lj	2	none	lj	input	0	lj	generation	none_lj
Root77_contig_2	1	224003	0	0	0.0	0.0	0.0	0.0	Root77	g0_lj	2	none	lj	input	0	lj	generation	none_lj
Root101_contig_1	1	4394404	0	0	0.0	0.0	0.0	0.0	Root101	g0_lj	1	none	lj	input	0	lj	generation	none_lj
Root695_contig_3	1	23329	0	0	0.0	0.0	0.0	0.0	Root695	g0_lj	3	none	lj	input	0	lj	generation	none_lj
Root142_contig_2	1	1955139	0	0	0.0	0.0	0.0	0.0	Root142	g0_lj	2	none	lj	input	0	lj	generation	none_lj
Root142_contig_4	1	866837	0	0	0.0	0.0	0.0	0.0	Root142	g0_lj	4	none	lj	input	0	lj	generation	none_lj
Root1310_contig_2	1	276174	0	0	0.0	0.0	0.0	0.0	Root1310	g0_lj	2	none	lj	input	0	lj	generation	none_lj
Root83_contig_1	1	6242359	3104	79717	1.27703	0.0735518	39.4	2.06	Root83	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root131_contig_1	1	5452892	2	300	0.00550167	0.0000550167	38.5	42.0	Root131	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root123D2_contig_1	1	4592849	4	600	0.0130638	0.000130638	39.8	42.0	Root123D2	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root123D2_contig_2	1	209642	2	300	0.143101	0.00143101	38.7	42.0	Root123D2	g0_lj1	2	none	lj	input	0	lj1	generation	none_lj
Root77_contig_1	1	4050161	10	1002	0.0247398	0.000297766	38.1	17.0	Root77	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root29_contig_1	1	6549547	14	1569	0.0239559	0.000268721	37.7	12.1	Root29	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root935_contig_1	1	5125288	288	17825	0.347785	0.00820071	39.6	3.93	Root935	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root685_contig_1	1	4404136	10	1374	0.0311979	0.000339681	39.4	25.2	Root685	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root101_contig_1	1	4394404	6	801	0.0182277	0.000204578	39.7	28.0	Root101	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root61_contig_1	1	4027981	48	2795	0.0693896	0.00178725	39.7	4.25	Root61	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root265_contig_1	1	6686035	20	2449	0.0366286	0.000407117	39.1	10.2	Root265	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root418_contig_1	1	7312949	38	4362	0.0596476	0.000730348	39.4	20.3	Root418	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root695_contig_1	1	6390105	128	13476	0.210889	0.00294831	39.1	2.53	Root695	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root695_contig_2	1	198363	90	3446	1.73722	0.0668522	39.7	0.933	Root695	g0_lj1	2	none	lj	input	0	lj1	generation	none_lj
Root68_contig_1	1	6297301	538	24927	0.395836	0.0125211	39.6	2.64	Root68	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root142_contig_1	1	3975743	4	440	0.0110671	0.000150915	39.8	0.0	Root142	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root142_contig_2	1	1955139	8	1106	0.0565689	0.000613767	39.2	31.8	Root142	g0_lj1	2	none	lj	input	0	lj1	generation	none_lj
Root142_contig_4	1	866837	2	300	0.0346086	0.000346086	40.0	42.0	Root142	g0_lj1	4	none	lj	input	0	lj1	generation	none_lj
Root1310_contig_1	1	9313930	72	5415	0.0581387	0.00114313	39.4	22.8	Root1310	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root480_contig_1	1	3678341	24	3501	0.0951788	0.000978702	39.8	42.0	Root480	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
Root720_contig_1	1	5297621	24	3235	0.0610651	0.000664827	39.5	28.0	Root720	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
LjRoot1_contig_1	1	6184059	12450504	6181621	99.9606	298.903	39.4	40.4	LjRoot1	g0_lj1	1	none	lj	input	0	lj1	generation	none_lj
